pid,parch,sibsp,sex,port,class,age,agegroup,title,survived
530,1,2,m,S,2,23.0,young_adult,Mr,0
531,1,1,f,S,2,2.0,child,Miss,1
532,0,0,m,C,3,,age_unknown,Mr,0
533,1,1,m,C,3,17.0,adolecent,Mr,0
534,2,0,f,C,3,,age_unknown,Mrs,1
535,0,0,f,S,3,30.0,adult,Miss,0
536,2,0,f,S,2,7.0,child,Miss,1
537,0,0,m,S,1,45.0,middle_aged,Major,0
538,0,0,f,C,1,30.0,adult,Miss,1
539,0,0,m,S,3,,age_unknown,Mr,0
540,2,0,f,C,1,22.0,young_adult,Miss,1
541,2,0,f,S,1,36.0,adult,Miss,1
542,2,4,f,S,3,9.0,child,Miss,0
543,2,4,f,S,3,11.0,adolecent,Miss,0
544,0,1,m,S,2,32.0,adult,Mr,1
545,0,1,m,C,1,50.0,middle_aged,Mr,0
546,0,0,m,S,1,64.0,early_old,Mr,0
547,0,1,f,S,2,19.0,adolecent,Mrs,1
548,0,0,m,C,2,,age_unknown,Mr,1
549,1,1,m,S,3,33.0,adult,Mr,0
550,1,1,m,S,2,8.0,child,Master,1
551,2,0,m,C,1,17.0,adolecent,Mr,1
552,0,0,m,S,2,27.0,young_adult,Mr,0
553,0,0,m,Q,3,,age_unknown,Mr,0
554,0,0,m,C,3,22.0,young_adult,Mr,1
555,0,0,f,S,3,22.0,young_adult,Miss,1
556,0,0,m,S,1,62.0,early_old,Mr,0
557,0,1,f,C,1,48.0,middle_aged,Lady,1
558,0,0,m,C,1,,age_unknown,Mr,0
559,1,1,f,S,1,39.0,adult,Mrs,1
560,0,1,f,S,3,36.0,adult,Mrs,1
561,0,0,m,Q,3,,age_unknown,Mr,0
562,0,0,m,S,3,40.0,middle_aged,Mr,0
563,0,0,m,S,2,28.0,young_adult,Mr,0
564,0,0,m,S,3,,age_unknown,Mr,0
565,0,0,f,S,3,,age_unknown,Miss,0
566,0,2,m,S,3,24.0,young_adult,Mr,0
567,0,0,m,S,3,19.0,adolecent,Mr,0
568,4,0,f,S,3,29.0,young_adult,Mrs,0
569,0,0,m,C,3,,age_unknown,Mr,0
570,0,0,m,S,3,32.0,adult,Mr,1
571,0,0,m,S,2,62.0,early_old,Mr,1
572,0,2,f,S,1,53.0,middle_aged,Mrs,1
573,0,0,m,S,1,36.0,adult,Mr,1
574,0,0,f,Q,3,,age_unknown,Miss,1
575,0,0,m,S,3,16.0,adolecent,Mr,0
576,0,0,m,S,3,19.0,adolecent,Mr,0
577,0,0,f,S,2,34.0,adult,Miss,1
578,0,1,f,S,1,39.0,adult,Mrs,1
579,0,1,f,C,3,,age_unknown,Mrs,0
580,0,0,m,S,3,32.0,adult,Mr,1
581,1,1,f,S,2,25.0,young_adult,Miss,1
582,1,1,f,C,1,39.0,adult,Mrs,1
583,0,0,m,S,2,54.0,middle_aged,Mr,0
584,0,0,m,C,1,36.0,adult,Mr,0
585,0,0,m,C,3,,age_unknown,Mr,0
586,2,0,f,S,1,18.0,adolecent,Miss,1
587,0,0,m,S,2,47.0,middle_aged,Mr,0
588,1,1,m,C,1,60.0,early_old,Mr,1
589,0,0,m,S,3,22.0,young_adult,Mr,0
590,0,0,m,S,3,,age_unknown,Mr,0
591,0,0,m,S,3,35.0,adult,Mr,0
592,0,1,f,C,1,52.0,middle_aged,Mrs,1
593,0,0,m,S,3,47.0,middle_aged,Mr,0
594,2,0,f,Q,3,,age_unknown,Miss,0
595,0,1,m,S,2,37.0,adult,Mr,0
596,1,1,m,S,3,36.0,adult,Mr,0
597,0,0,f,S,2,,age_unknown,Miss,1
598,0,0,m,S,3,49.0,middle_aged,Mr,0
599,0,0,m,C,3,,age_unknown,Mr,0
600,0,1,m,C,1,49.0,middle_aged,Sir,1
601,1,2,f,S,2,24.0,young_adult,Mrs,1
602,0,0,m,S,3,,age_unknown,Mr,0
603,0,0,m,S,1,,age_unknown,Mr,0
604,0,0,m,S,3,44.0,middle_aged,Mr,0
605,0,0,m,C,1,35.0,adult,Mr,1
606,0,1,m,S,3,36.0,adult,Mr,0
607,0,0,m,S,3,30.0,adult,Mr,0
608,0,0,m,S,1,27.0,young_adult,Mr,1
609,2,1,f,C,2,22.0,young_adult,Mrs,1
610,0,0,f,S,1,40.0,middle_aged,Miss,1
611,5,1,f,S,3,39.0,adult,Mrs,0
612,0,0,m,S,3,,age_unknown,Mr,0
613,0,1,f,Q,3,,age_unknown,Miss,1
614,0,0,m,Q,3,,age_unknown,Mr,0
615,0,0,m,S,3,35.0,adult,Mr,0
616,2,1,f,S,2,24.0,young_adult,Miss,1
617,1,1,m,S,3,34.0,adult,Mr,0
618,0,1,f,S,3,26.0,young_adult,Mrs,0
619,1,2,f,S,2,4.0,child,Miss,1
620,0,0,m,S,2,26.0,young_adult,Mr,0
621,0,1,m,C,3,27.0,young_adult,Mr,0
622,0,1,m,S,1,42.0,middle_aged,Mr,1
623,1,1,m,C,3,20.0,young_adult,Mr,1
624,0,0,m,S,3,21.0,young_adult,Mr,0
625,0,0,m,S,3,21.0,young_adult,Mr,0
626,0,0,m,S,1,61.0,early_old,Mr,0
627,0,0,m,Q,2,57.0,middle_aged,Rev,0
628,0,0,f,S,1,21.0,young_adult,Miss,1
629,0,0,m,S,3,26.0,young_adult,Mr,0
630,0,0,m,Q,3,,age_unknown,Mr,0
631,0,0,m,S,1,80.0,old,Mr,1
632,0,0,m,S,3,51.0,middle_aged,Mr,0
633,0,0,m,C,1,32.0,adult,Dr,1
634,0,0,m,S,1,,age_unknown,Mr,0
635,2,3,f,S,3,9.0,child,Miss,0
636,0,0,f,S,2,28.0,young_adult,Miss,1
637,0,0,m,S,3,32.0,adult,Mr,0
638,1,1,m,S,2,31.0,adult,Mr,0
639,5,0,f,S,3,41.0,middle_aged,Mrs,0
640,0,1,m,S,3,,age_unknown,Mr,0
641,0,0,m,S,3,20.0,young_adult,Mr,0
642,0,0,f,C,1,24.0,young_adult,Mlle,1
643,2,3,f,S,3,2.0,child,Miss,0
644,0,0,m,S,3,,age_unknown,Mr,1
645,1,2,f,C,3,0.75,infant,Miss,1
646,0,1,m,C,1,48.0,middle_aged,Mr,1
647,0,0,m,S,3,19.0,adolecent,Mr,0
648,0,0,m,C,1,56.0,middle_aged,Col,1
649,0,0,m,S,3,,age_unknown,Mr,0
650,0,0,f,S,3,23.0,young_adult,Miss,1
651,0,0,m,S,3,,age_unknown,Mr,0
652,1,0,f,S,2,18.0,adolecent,Miss,1
653,0,0,m,S,3,21.0,young_adult,Mr,0
654,0,0,f,Q,3,,age_unknown,Miss,1
655,0,0,f,Q,3,18.0,adolecent,Miss,0
656,0,2,m,S,2,24.0,young_adult,Mr,0
657,0,0,m,S,3,,age_unknown,Mr,0
658,1,1,f,Q,3,32.0,adult,Mrs,0
659,0,0,m,S,2,23.0,young_adult,Mr,0
660,2,0,m,C,1,58.0,middle_aged,Mr,0
661,0,2,m,S,1,50.0,middle_aged,Dr,1
662,0,0,m,C,3,40.0,middle_aged,Mr,0
663,0,0,m,S,1,47.0,middle_aged,Mr,0
664,0,0,m,S,3,36.0,adult,Mr,0
665,0,1,m,S,3,20.0,young_adult,Mr,1
666,0,2,m,S,2,32.0,adult,Mr,0
667,0,0,m,S,2,25.0,young_adult,Mr,0
668,0,0,m,S,3,,age_unknown,Mr,0
669,0,0,m,S,3,43.0,middle_aged,Mr,0
670,0,1,f,S,1,,age_unknown,Mrs,1
671,1,1,f,S,2,40.0,middle_aged,Mrs,1
672,0,1,m,S,1,31.0,adult,Mr,0
673,0,0,m,S,2,70.0,early_old,Mr,0
674,0,0,m,S,2,31.0,adult,Mr,1
675,0,0,m,S,2,,age_unknown,Mr,0
676,0,0,m,S,3,18.0,adolecent,Mr,0
677,0,0,m,S,3,24.5,young_adult,Mr,0
678,0,0,f,S,3,18.0,adolecent,Miss,1
679,6,1,f,S,3,43.0,middle_aged,Mrs,0
680,1,0,m,C,1,36.0,adult,Mr,1
681,0,0,f,Q,3,,age_unknown,Miss,0
682,0,0,m,C,1,27.0,young_adult,Mr,1
683,0,0,m,S,3,20.0,young_adult,Mr,0
684,2,5,m,S,3,14.0,adolecent,Mr,0
685,1,1,m,S,2,60.0,early_old,Mr,0
686,2,1,m,C,2,25.0,young_adult,Mr,0
687,1,4,m,S,3,14.0,adolecent,Mr,0
688,0,0,m,S,3,19.0,adolecent,Mr,0
689,0,0,m,S,3,18.0,adolecent,Mr,0
690,1,0,f,S,1,15.0,adolecent,Miss,1
691,0,1,m,S,1,31.0,adult,Mr,1
692,1,0,f,C,3,4.0,child,Miss,1
693,0,0,m,S,3,,age_unknown,Mr,1
694,0,0,m,C,3,25.0,young_adult,Mr,0
695,0,0,m,S,1,60.0,early_old,Col,0
696,0,0,m,S,2,52.0,middle_aged,Mr,0
697,0,0,m,S,3,44.0,middle_aged,Mr,0
698,0,0,f,Q,3,,age_unknown,Miss,1
699,1,1,m,C,1,49.0,middle_aged,Mr,0
700,0,0,m,S,3,42.0,middle_aged,Mr,0
701,0,1,f,C,1,18.0,adolecent,Mrs,1
702,0,0,m,S,1,35.0,adult,Mr,1
703,1,0,f,C,3,18.0,adolecent,Miss,0
704,0,0,m,Q,3,25.0,young_adult,Mr,0
705,0,1,m,S,3,26.0,young_adult,Mr,0
706,0,0,m,S,2,39.0,adult,Mr,0
707,0,0,f,S,2,45.0,middle_aged,Mrs,1
708,0,0,m,S,1,42.0,middle_aged,Mr,1
709,0,0,f,S,1,22.0,young_adult,Miss,1
710,1,1,m,C,3,,age_unknown,Master,1
711,0,0,f,C,1,24.0,young_adult,Mlle,1
712,0,0,m,S,1,,age_unknown,Mr,0
713,0,1,m,S,1,48.0,middle_aged,Mr,1
714,0,0,m,S,3,29.0,young_adult,Mr,0
715,0,0,m,S,2,52.0,middle_aged,Mr,0
716,0,0,m,S,3,19.0,adolecent,Mr,0
717,0,0,f,C,1,38.0,adult,Miss,1
718,0,0,f,S,2,27.0,young_adult,Miss,1
719,0,0,m,Q,3,,age_unknown,Mr,0
720,0,0,m,S,3,33.0,adult,Mr,0
721,1,0,f,S,2,6.0,child,Miss,1
722,0,1,m,S,3,17.0,adolecent,Mr,0
723,0,0,m,S,2,34.0,adult,Mr,0
724,0,0,m,S,2,50.0,middle_aged,Mr,0
725,0,1,m,S,1,27.0,young_adult,Mr,1
726,0,0,m,S,3,20.0,young_adult,Mr,0
727,0,3,f,S,2,30.0,adult,Mrs,1
728,0,0,f,Q,3,,age_unknown,Miss,1
729,0,1,m,S,2,25.0,young_adult,Mr,0
730,0,1,f,S,3,25.0,young_adult,Miss,0
731,0,0,f,S,1,29.0,young_adult,Miss,1
732,0,0,m,C,3,11.0,adolecent,Mr,0
733,0,0,m,S,2,,age_unknown,Mr,0
734,0,0,m,S,2,23.0,young_adult,Mr,0
735,0,0,m,S,2,23.0,young_adult,Mr,0
736,0,0,m,S,3,28.5,young_adult,Mr,0
737,3,1,f,S,3,48.0,middle_aged,Mrs,0
738,0,0,m,C,1,35.0,adult,Mr,1
739,0,0,m,S,3,,age_unknown,Mr,0
740,0,0,m,S,3,,age_unknown,Mr,0
741,0,0,m,S,1,,age_unknown,Mr,1
742,0,1,m,S,1,36.0,adult,Mr,0
743,2,2,f,C,1,21.0,young_adult,Miss,1
744,0,1,m,S,3,24.0,young_adult,Mr,0
745,0,0,m,S,3,31.0,adult,Mr,1
746,1,1,m,S,1,70.0,early_old,Capt,0
747,1,1,m,S,3,16.0,adolecent,Mr,0
748,0,0,f,S,2,30.0,adult,Miss,1
749,0,1,m,S,1,19.0,adolecent,Mr,0
750,0,0,m,Q,3,31.0,adult,Mr,0
751,1,1,f,S,2,4.0,child,Miss,1
752,1,0,m,S,3,6.0,child,Master,1
753,0,0,m,S,3,33.0,adult,Mr,0
754,0,0,m,S,3,23.0,young_adult,Mr,0
755,2,1,f,S,2,48.0,middle_aged,Mrs,1
756,1,1,m,S,2,0.67,infant,Master,1
757,0,0,m,S,3,28.0,young_adult,Mr,0
758,0,0,m,S,2,18.0,adolecent,Mr,0
759,0,0,m,S,3,34.0,adult,Mr,0
760,0,0,f,S,1,33.0,adult,the Countess,1
761,0,0,m,S,3,,age_unknown,Mr,0
762,0,0,m,S,3,41.0,middle_aged,Mr,0
763,0,0,m,C,3,20.0,young_adult,Mr,1
764,2,1,f,S,1,36.0,adult,Mrs,1
765,0,0,m,S,3,16.0,adolecent,Mr,0
766,0,1,f,S,1,51.0,middle_aged,Mrs,1
767,0,0,m,C,1,,age_unknown,Dr,0
768,0,0,f,Q,3,30.5,adult,Miss,0
769,0,1,m,Q,3,,age_unknown,Mr,0
770,0,0,m,S,3,32.0,adult,Mr,0
771,0,0,m,S,3,24.0,young_adult,Mr,0
772,0,0,m,S,3,48.0,middle_aged,Mr,0
773,0,0,f,S,2,57.0,middle_aged,Mrs,0
774,0,0,m,C,3,,age_unknown,Mr,0
775,3,1,f,S,2,54.0,middle_aged,Mrs,1
776,0,0,m,S,3,18.0,adolecent,Mr,0
777,0,0,m,Q,3,,age_unknown,Mr,0
778,0,0,f,S,3,5.0,child,Miss,1
779,0,0,m,Q,3,,age_unknown,Mr,0
780,1,0,f,S,1,43.0,middle_aged,Mrs,1
781,0,0,f,C,3,13.0,adolecent,Miss,1
782,0,1,f,S,1,17.0,adolecent,Mrs,1
783,0,0,m,S,1,29.0,young_adult,Mr,0
784,2,1,m,S,3,,age_unknown,Mr,0
785,0,0,m,S,3,25.0,young_adult,Mr,0
786,0,0,m,S,3,25.0,young_adult,Mr,0
787,0,0,f,S,3,18.0,adolecent,Miss,1
788,1,4,m,Q,3,8.0,child,Master,0
789,2,1,m,S,3,1.0,infant,Master,1
790,0,0,m,C,1,46.0,middle_aged,Mr,0
791,0,0,m,Q,3,,age_unknown,Mr,0
792,0,0,m,S,2,16.0,adolecent,Mr,0
793,2,8,f,S,3,,age_unknown,Miss,0
794,0,0,m,C,1,,age_unknown,Mr,0
795,0,0,m,S,3,25.0,young_adult,Mr,0
796,0,0,m,S,2,39.0,adult,Mr,0
797,0,0,f,S,1,49.0,middle_aged,Dr,1
798,0,0,f,S,3,31.0,adult,Mrs,1
799,0,0,m,C,3,30.0,adult,Mr,0
800,1,1,f,S,3,30.0,adult,Mrs,0
801,0,0,m,S,2,34.0,adult,Mr,0
802,1,1,f,S,2,31.0,adult,Mrs,1
803,2,1,m,S,1,11.0,adolecent,Master,1
804,1,0,m,C,3,0.42,infant,Master,1
805,0,0,m,S,3,27.0,young_adult,Mr,1
806,0,0,m,S,3,31.0,adult,Mr,0
807,0,0,m,S,1,39.0,adult,Mr,0
808,0,0,f,S,3,18.0,adolecent,Miss,0
809,0,0,m,S,2,39.0,adult,Mr,0
810,0,1,f,S,1,33.0,adult,Mrs,1
811,0,0,m,S,3,26.0,young_adult,Mr,0
812,0,0,m,S,3,39.0,adult,Mr,0
813,0,0,m,S,2,35.0,adult,Mr,0
814,2,4,f,S,3,6.0,child,Miss,0
815,0,0,m,S,3,30.5,adult,Mr,0
816,0,0,m,S,1,,age_unknown,Mr,0
817,0,0,f,S,3,23.0,young_adult,Miss,0
818,1,1,m,C,2,31.0,adult,Mr,0
819,0,0,m,S,3,43.0,middle_aged,Mr,0
820,2,3,m,S,3,10.0,adolecent,Master,0
821,1,1,f,S,1,52.0,middle_aged,Mrs,1
822,0,0,m,S,3,27.0,young_adult,Mr,1
823,0,0,m,S,1,38.0,adult,Jonkheer,0
824,1,0,f,S,3,27.0,young_adult,Mrs,1
825,1,4,m,S,3,2.0,child,Master,0
826,0,0,m,Q,3,,age_unknown,Mr,0
827,0,0,m,S,3,,age_unknown,Mr,0
828,2,0,m,C,2,1.0,infant,Master,1
829,0,0,m,Q,3,,age_unknown,Mr,1
830,0,0,f,N,1,62.0,early_old,Mrs,1
831,0,1,f,C,3,15.0,adolecent,Mrs,1
832,1,1,m,S,2,0.83,infant,Master,1
833,0,0,m,C,3,,age_unknown,Mr,0
834,0,0,m,S,3,23.0,young_adult,Mr,0
835,0,0,m,S,3,18.0,adolecent,Mr,0
836,1,1,f,C,1,39.0,adult,Miss,1
837,0,0,m,S,3,21.0,young_adult,Mr,0
838,0,0,m,S,3,,age_unknown,Mr,0
839,0,0,m,S,3,32.0,adult,Mr,1
840,0,0,m,C,1,,age_unknown,Mr,1
841,0,0,m,S,3,20.0,young_adult,Mr,0
842,0,0,m,S,2,16.0,adolecent,Mr,0
843,0,0,f,C,1,30.0,adult,Miss,1
844,0,0,m,C,3,34.5,adult,Mr,0
845,0,0,m,S,3,17.0,adolecent,Mr,0
846,0,0,m,S,3,42.0,middle_aged,Mr,0
847,2,8,m,S,3,,age_unknown,Mr,0
848,0,0,m,C,3,35.0,adult,Mr,0
849,1,0,m,S,2,28.0,young_adult,Rev,0
850,0,1,f,C,1,,age_unknown,Mrs,1
851,2,4,m,S,3,4.0,child,Master,0
852,0,0,m,S,3,74.0,early_old,Mr,0
853,1,1,f,C,3,9.0,child,Miss,0
854,1,0,f,S,1,16.0,adolecent,Miss,1
855,0,1,f,S,2,44.0,middle_aged,Mrs,0
856,1,0,f,S,3,18.0,adolecent,Mrs,1
857,1,1,f,S,1,45.0,middle_aged,Mrs,1
858,0,0,m,S,1,51.0,middle_aged,Mr,1
859,3,0,f,C,3,24.0,young_adult,Mrs,1
860,0,0,m,C,3,,age_unknown,Mr,0
861,0,2,m,S,3,41.0,middle_aged,Mr,0
862,0,1,m,S,2,21.0,young_adult,Mr,0
863,0,0,f,S,1,48.0,middle_aged,Mrs,1
864,2,8,f,S,3,,age_unknown,Miss,0
865,0,0,m,S,2,24.0,young_adult,Mr,0
866,0,0,f,S,2,42.0,middle_aged,Mrs,1
867,0,1,f,C,2,27.0,young_adult,Miss,1
868,0,0,m,S,1,31.0,adult,Mr,0
869,0,0,m,S,3,,age_unknown,Mr,0
870,1,1,m,S,3,4.0,child,Master,1
871,0,0,m,S,3,26.0,young_adult,Mr,0
872,1,1,f,S,1,47.0,middle_aged,Mrs,1
873,0,0,m,S,1,33.0,adult,Mr,0
874,0,0,m,S,3,47.0,middle_aged,Mr,0
875,0,1,f,C,2,28.0,young_adult,Mrs,1
876,0,0,f,C,3,15.0,adolecent,Miss,1
877,0,0,m,S,3,20.0,young_adult,Mr,0
878,0,0,m,S,3,19.0,adolecent,Mr,0
879,0,0,m,S,3,,age_unknown,Mr,0
880,1,0,f,C,1,56.0,middle_aged,Mrs,1
881,1,0,f,S,2,25.0,young_adult,Mrs,1
882,0,0,m,S,3,33.0,adult,Mr,0
883,0,0,f,S,3,22.0,young_adult,Miss,0
884,0,0,m,S,2,28.0,young_adult,Mr,0
885,0,0,m,S,3,25.0,young_adult,Mr,0
886,5,0,f,Q,3,39.0,adult,Mrs,0
887,0,0,m,S,2,27.0,young_adult,Rev,0
888,0,0,f,S,1,19.0,adolecent,Miss,1
889,2,1,f,S,3,,age_unknown,Miss,0
890,0,0,m,C,1,26.0,young_adult,Mr,1
891,0,0,m,Q,3,32.0,adult,Mr,0
